DATE(HOURS/DAY/MONTH/YEAR),ENERGY CONSUMPTION,TEMPERATURE(C),PRESSURE,HUMIDITY,WEATHER CODE,WIND DIRECTION(DEGREE),WIND SPEED(KMPH),WORKDAY,PUBLIC HOLIDAY
2021-02-01 23:00, 0, 26, 1011, 18, 113,107, 8, 1, 0
2021-02-02 00:00, 0, 25, 1012, 19, 113,73, 9, 1, 0
2021-02-02 01:00, 0, 23, 1011, 19, 113,68, 9, 1, 0
2021-02-02 02:00, 0, 22, 1011, 20, 113,63, 10, 1, 0
2021-02-02 03:00, 0, 22, 1011, 21, 113,59, 10, 1, 0
2021-02-02 04:00, 0, 21, 1012, 21, 113,55, 10, 1, 0
2021-02-02 05:00, 0, 21, 1012, 21, 113,51, 11, 1, 0
2021-02-02 06:00, 0, 21, 1013, 21, 113,48, 12, 1, 0
2021-02-02 07:00, 0, 20, 1013, 20, 113,58, 12, 1, 0
2021-02-02 08:00, 0, 22, 1014, 18, 113,67, 13, 1, 0
2021-02-02 09:00, 0, 25, 1014, 16, 113,77, 13, 1, 0
2021-02-02 10:00, 0, 28, 1013, 16, 113,90, 12, 1, 0
2021-02-02 11:00, 0, 31, 1013, 15, 113,103, 11, 1, 0
2021-02-02 12:00, 0, 34, 1012, 14, 113,116, 10, 1, 0
2021-02-02 13:00, 0, 34, 1011, 14, 113,158, 8, 1, 0
2021-02-02 14:00, 0, 35, 1010, 15, 113,200, 6, 1, 0
2021-02-02 15:00, 0, 36, 1009, 15, 113,242, 4, 1, 0
2021-02-02 16:00, 0, 36, 1009, 16, 113,274, 5, 1, 0
2021-02-02 17:00, 0, 36, 1009, 17, 113,306, 5, 1, 0
2021-02-02 18:00, 0, 35, 1009, 18, 113,338, 5, 1, 0
2021-02-02 19:00, 0, 33, 1010, 18, 113,280, 6, 1, 0
2021-02-02 20:00, 0, 32, 1010, 18, 113,221, 11, 1, 0
2021-02-02 21:00, 0, 31, 1011, 17, 113,163, 11, 1, 0
2021-02-02 22:00, 0, 29, 1012, 17, 113,132, 12, 1, 0
2021-02-02 23:00, 0, 27, 1012, 17, 113,100, 9, 1, 0
2021-02-03 00:00, 0, 26, 1012, 17, 113,69, 10, 1, 0
2021-02-03 01:00, 0, 24, 1012, 17, 113,69, 11, 1, 0
2021-02-03 02:00, 0, 24, 1012, 17, 113,69, 11, 1, 0
2021-02-03 03:00, 0, 22, 1012, 18, 113,69, 12, 1, 0
2021-02-03 04:00, 0, 22, 1012, 17, 113,67, 13, 1, 0
2021-02-03 05:00, 0, 21, 1012, 16, 113,66, 14, 1, 0
2021-02-03 06:00, 0, 21, 1013, 16, 113,65, 15, 1, 0
2021-02-03 07:00, 0, 21, 1013, 14, 113,66, 16, 1, 0
2021-02-03 08:00, 0, 22, 1014, 12, 113,68, 17, 1, 0
2021-02-03 09:00, 0, 24, 1014, 11, 113,70, 18, 1, 0
2021-02-03 10:00, 0, 26, 1014, 10, 113,71, 17, 1, 0
2021-02-03 11:00, 0, 29, 1013, 8, 113,73, 16, 1, 0
2021-02-03 12:00, 0, 31, 1012, 7, 113,75, 15, 1, 0
2021-02-03 13:00, 0, 34, 1011, 8, 113,69, 14, 1, 0
2021-02-03 14:00, 0, 34, 1010, 8, 113,64, 13, 1, 0
2021-02-03 15:00, 0, 35, 1009, 8, 113,58, 12, 1, 0
2021-02-03 16:00, 0, 34, 1009, 9, 113,51, 12, 1, 0
2021-02-03 17:00, 0, 34, 1009, 9, 113,45, 13, 1, 0
2021-02-03 18:00, 0, 33, 1009, 10, 113,38, 13, 1, 0
2021-02-03 19:00, 0, 31, 1010, 11, 113,40, 14, 1, 0
2021-02-03 20:00, 0, 29, 1011, 11, 113,42, 15, 1, 0
2021-02-03 21:00, 0, 28, 1011, 12, 113,44, 15, 1, 0
2021-02-03 22:00, 0, 27, 1012, 13, 113,47, 16, 1, 0
2021-02-03 23:00, 0, 25, 1012, 14, 113,51, 16, 1, 0
2021-02-04 00:00, 0, 24, 1012, 15, 113,54, 16, 1, 0
2021-02-04 01:00, 0, 23, 1012, 15, 113,55, 16, 1, 0
2021-02-04 02:00, 0, 23, 1012, 15, 113,56, 17, 1, 0
2021-02-04 03:00, 0, 22, 1012, 15, 113,57, 17, 1, 0
2021-02-04 04:00, 0, 22, 1013, 15, 113,59, 18, 1, 0
2021-02-04 05:00, 0, 21, 1013, 15, 113,60, 18, 1, 0
2021-02-04 06:00, 0, 21, 1013, 15, 113,61, 19, 1, 0
2021-02-04 07:00, 0, 21, 1014, 14, 113,62, 20, 1, 0
2021-02-04 08:00, 0, 22, 1014, 13, 113,63, 20, 1, 0
2021-02-04 09:00, 0, 23, 1015, 12, 113,64, 21, 1, 0
2021-02-04 10:00, 0, 27, 1014, 12, 113,66, 20, 1, 0
2021-02-04 11:00, 0, 29, 1013, 11, 113,67, 20, 1, 0
2021-02-04 12:00, 0, 31, 1013, 10, 113,69, 19, 1, 0
2021-02-04 13:00, 0, 32, 1012, 10, 113,65, 17, 1, 0
2021-02-04 14:00, 0, 33, 1011, 9, 113,62, 15, 1, 0
2021-02-04 15:00, 0, 34, 1010, 9, 113,59, 13, 1, 0
2021-02-04 16:00, 0, 34, 1010, 10, 113,54, 13, 1, 0
2021-02-04 17:00, 0, 33, 1010, 11, 113,49, 13, 1, 0
2021-02-04 18:00, 0, 32, 1010, 12, 113,44, 13, 1, 0
2021-02-04 19:00, 0, 31, 1010, 13, 113,45, 13, 1, 0
2021-02-04 20:00, 0, 29, 1011, 14, 113,46, 13, 1, 0
2021-02-04 21:00, 0, 28, 1012, 15, 113,47, 14, 1, 0
2021-02-04 22:00, 0, 26, 1012, 16, 113,49, 14, 1, 0
2021-02-04 23:00, 0, 25, 1012, 17, 113,52, 14, 1, 0
2021-02-05 00:00, 0, 24, 1013, 18, 113,55, 14, 1, 0
2021-02-05 01:00, 0, 23, 1012, 18, 113,55, 15, 1, 0
2021-02-05 02:00, 0, 22, 1012, 19, 113,56, 15, 1, 0
2021-02-05 03:00, 0, 21, 1012, 19, 113,57, 16, 1, 0
2021-02-05 04:00, 0, 21, 1013, 20, 113,59, 17, 1, 0
2021-02-05 05:00, 0, 20, 1013, 20, 113,62, 17, 1, 0
2021-02-05 06:00, 0, 20, 1013, 21, 113,64, 17, 1, 0
2021-02-05 07:00, 0, 20, 1014, 20, 113,64, 18, 1, 0
2021-02-05 08:00, 0, 21, 1014, 18, 113,65, 18, 1, 0
2021-02-05 09:00, 0, 23, 1015, 17, 113,65, 19, 1, 0
2021-02-05 10:00, 0, 26, 1014, 16, 113,68, 18, 1, 0
2021-02-05 11:00, 0, 28, 1013, 14, 113,71, 17, 1, 0
2021-02-05 12:00, 0, 30, 1013, 13, 113,73, 16, 1, 0
2021-02-05 13:00, 0, 33, 1011, 12, 113,69, 15, 1, 0
2021-02-05 14:00, 0, 34, 1010, 11, 113,65, 13, 1, 0
2021-02-05 15:00, 0, 34, 1009, 11, 113,61, 12, 1, 0
2021-02-05 16:00, 0, 34, 1009, 12, 113,54, 12, 1, 0
2021-02-05 17:00, 0, 34, 1009, 13, 113,48, 13, 1, 0
2021-02-05 18:00, 0, 33, 1009, 14, 113,42, 13, 1, 0
2021-02-05 19:00, 0, 31, 1010, 16, 113,43, 14, 1, 0
2021-02-05 20:00, 0, 30, 1011, 17, 113,45, 14, 1, 0
2021-02-05 21:00, 0, 29, 1011, 18, 113,46, 15, 1, 0
2021-02-05 22:00, 0, 27, 1012, 18, 113,48, 16, 1, 0
2021-02-05 23:00, 0, 25, 1012, 19, 113,50, 17, 1, 0
2021-02-06 00:00, 0, 24, 1012, 20, 113,53, 18, 0, 0
2021-02-06 01:00, 0, 23, 1012, 21, 113,53, 18, 0, 0
2021-02-06 02:00, 0, 23, 1012, 22, 113,54, 17, 0, 0
2021-02-06 03:00, 0, 22, 1013, 23, 113,55, 17, 0, 0
2021-02-06 04:00, 0, 21, 1013, 23, 113,58, 17, 0, 0
2021-02-06 05:00, 0, 21, 1013, 24, 113,61, 17, 0, 0
2021-02-06 06:00, 0, 20, 1014, 24, 113,63, 17, 0, 0
2021-02-06 07:00, 0, 20, 1014, 23, 113,66, 17, 0, 0
2021-02-06 08:00, 0, 21, 1014, 21, 113,69, 17, 0, 0
2021-02-06 09:00, 0, 23, 1015, 19, 113,72, 17, 0, 0
2021-02-06 10:00, 0, 25, 1014, 17, 113,74, 16, 0, 0
2021-02-06 11:00, 0, 28, 1013, 16, 113,76, 15, 0, 0
2021-02-06 12:00, 0, 30, 1013, 14, 113,79, 14, 0, 0
2021-02-06 13:00, 0, 32, 1012, 13, 113,68, 12, 0, 0
2021-02-06 14:00, 0, 33, 1011, 13, 113,57, 11, 0, 0
2021-02-06 15:00, 0, 34, 1009, 12, 113,46, 9, 0, 0
2021-02-06 16:00, 0, 34, 1009, 13, 113,38, 9, 0, 0
2021-02-06 17:00, 0, 34, 1009, 14, 113,30, 9, 0, 0
2021-02-06 18:00, 0, 32, 1009, 15, 113,22, 9, 0, 0
2021-02-06 19:00, 0, 31, 1009, 17, 113,31, 10, 0, 0
2021-02-06 20:00, 0, 29, 1010, 18, 113,39, 11, 0, 0
2021-02-06 21:00, 0, 28, 1011, 20, 113,47, 12, 0, 0
2021-02-06 22:00, 0, 26, 1011, 21, 113,50, 12, 0, 0
2021-02-06 23:00, 0, 25, 1011, 22, 113,53, 12, 0, 0
2021-02-07 00:00, 0, 23, 1012, 23, 113,56, 13, 0, 0
2021-02-07 01:00, 0, 22, 1012, 23, 113,57, 13, 0, 0
2021-02-07 02:00, 0, 22, 1011, 24, 113,57, 13, 0, 0
2021-02-07 03:00, 0, 21, 1011, 25, 113,58, 13, 0, 0
2021-02-07 04:00, 0, 20, 1012, 24, 113,59, 13, 0, 0
2021-02-07 05:00, 0, 20, 1012, 24, 113,60, 13, 0, 0
2021-02-07 06:00, 0, 20, 1012, 24, 113,61, 13, 0, 0
2021-02-07 07:00, 0, 20, 1013, 22, 113,60, 14, 0, 0
2021-02-07 08:00, 0, 21, 1013, 20, 113,60, 14, 0, 0
2021-02-07 09:00, 0, 23, 1013, 17, 113,60, 14, 0, 0
2021-02-07 10:00, 0, 26, 1012, 16, 113,65, 13, 0, 0
2021-02-07 11:00, 0, 29, 1012, 14, 113,69, 11, 0, 0
2021-02-07 12:00, 0, 32, 1011, 13, 113,74, 10, 0, 0
2021-02-07 13:00, 0, 34, 1010, 12, 113,132, 8, 0, 0
2021-02-07 14:00, 0, 35, 1009, 12, 113,191, 7, 0, 0
2021-02-07 15:00, 0, 36, 1008, 11, 113,249, 5, 0, 0
2021-02-07 16:00, 0, 36, 1008, 12, 113,209, 5, 0, 0
2021-02-07 17:00, 0, 35, 1008, 13, 113,169, 4, 0, 0
2021-02-07 18:00, 0, 34, 1007, 14, 113,129, 4, 0, 0
2021-02-07 19:00, 0, 33, 1008, 15, 113,98, 5, 0, 0
2021-02-07 20:00, 0, 31, 1009, 16, 113,68, 6, 0, 0
2021-02-07 21:00, 0, 30, 1010, 18, 113,38, 8, 0, 0
2021-02-07 22:00, 0, 28, 1010, 18, 113,43, 9, 0, 0
2021-02-07 23:00, 0, 25, 1010, 18, 113,49, 10, 0, 0
2021-02-08 00:00, 0, 23, 1011, 18, 113,55, 12, 1, 0
2021-02-08 01:00, 0, 22, 1011, 18, 113,56, 12, 1, 0
2021-02-08 02:00, 0, 21, 1010, 19, 113,58, 12, 1, 0
2021-02-08 03:00, 0, 21, 1010, 20, 113,60, 12, 1, 0
2021-02-08 04:00, 0, 19, 1011, 20, 113,57, 12, 1, 0
2021-02-08 05:00, 0, 19, 1011, 20, 113,54, 12, 1, 0
2021-02-08 06:00, 0, 18, 1011, 20, 113,52, 12, 1, 0
2021-02-08 07:00, 0, 19, 1011, 19, 113,55, 13, 1, 0
2021-02-08 08:00, 0, 21, 1012, 17, 113,59, 14, 1, 0
2021-02-08 09:00, 0, 24, 1012, 16, 113,63, 14, 1, 0
2021-02-08 10:00, 0, 27, 1011, 14, 113,73, 13, 1, 0
2021-02-08 11:00, 0, 30, 1011, 12, 113,83, 11, 1, 0
2021-02-08 12:00, 0, 33, 1010, 11, 113,92, 9, 1, 0
2021-02-08 13:00, 0, 35, 1009, 10, 113,129, 7, 1, 0
2021-02-08 14:00, 0, 36, 1008, 9, 113,166, 5, 1, 0
2021-02-08 15:00, 0, 37, 1007, 9, 113,203, 3, 1, 0
2021-02-08 16:00, 0, 36, 1007, 10, 113,191, 3, 1, 0
2021-02-08 17:00, 0, 36, 1007, 11, 113,180, 3, 1, 0
2021-02-08 18:00, 0, 35, 1007, 11, 113,168, 3, 1, 0
2021-02-08 19:00, 0, 33, 1008, 13, 113,139, 4, 1, 0
2021-02-08 20:00, 0, 31, 1009, 14, 113,111, 6, 1, 0
2021-02-08 21:00, 0, 30, 1010, 15, 113,82, 8, 1, 0
2021-02-08 22:00, 0, 28, 1010, 15, 113,75, 9, 1, 0
2021-02-08 23:00, 0, 25, 1011, 16, 113,68, 9, 1, 0
2021-02-09 00:00, 0, 23, 1011, 16, 113,60, 10, 1, 0
2021-02-09 01:00, 0, 23, 1011, 16, 113,60, 11, 1, 0
2021-02-09 02:00, 0, 22, 1011, 16, 113,59, 12, 1, 0
2021-02-09 03:00, 0, 20, 1011, 16, 113,59, 12, 1, 0
2021-02-09 04:00, 0, 20, 1011, 16, 113,59, 13, 1, 0
2021-02-09 05:00, 0, 20, 1012, 16, 113,58, 15, 1, 0
2021-02-09 06:00, 0, 20, 1012, 16, 113,58, 16, 1, 0
2021-02-09 07:00, 0, 20, 1012, 15, 113,63, 17, 1, 0
2021-02-09 08:00, 0, 22, 1012, 14, 113,69, 17, 1, 0
2021-02-09 09:00, 0, 24, 1013, 13, 113,74, 18, 1, 0
2021-02-09 10:00, 0, 28, 1012, 12, 113,83, 16, 1, 0
2021-02-09 11:00, 0, 31, 1011, 11, 113,92, 14, 1, 0
2021-02-09 12:00, 0, 32, 1011, 10, 113,101, 12, 1, 0
2021-02-09 13:00, 0, 34, 1010, 10, 113,89, 10, 1, 0
2021-02-09 14:00, 0, 35, 1009, 10, 113,78, 8, 1, 0
2021-02-09 15:00, 0, 37, 1008, 9, 113,67, 6, 1, 0
2021-02-09 16:00, 0, 36, 1008, 10, 113,49, 6, 1, 0
2021-02-09 17:00, 0, 36, 1008, 11, 113,32, 6, 1, 0
2021-02-09 18:00, 0, 35, 1008, 12, 113,15, 6, 1, 0
2021-02-09 19:00, 0, 34, 1009, 13, 113,27, 6, 1, 0
2021-02-09 20:00, 0, 32, 1010, 14, 113,38, 7, 1, 0
2021-02-09 21:00, 0, 31, 1010, 15, 113,49, 8, 1, 0
2021-02-09 22:00, 0, 29, 1011, 15, 113,59, 8, 1, 0
2021-02-09 23:00, 0, 27, 1011, 15, 113,69, 9, 1, 0
2021-02-10 00:00, 0, 25, 1011, 16, 113,79, 10, 1, 0
2021-02-10 01:00, 0, 24, 1011, 16, 113,79, 10, 1, 0
2021-02-10 02:00, 0, 23, 1011, 16, 113,78, 10, 1, 0
2021-02-10 03:00, 0, 22, 1011, 17, 113,77, 10, 1, 0
2021-02-10 04:00, 0, 22, 1011, 17, 113,75, 10, 1, 0
2021-02-10 05:00, 0, 21, 1011, 17, 113,72, 10, 1, 0
2021-02-10 06:00, 0, 21, 1012, 18, 113,70, 10, 1, 0
2021-02-10 07:00, 0, 21, 1012, 16, 113,79, 11, 1, 0
2021-02-10 08:00, 0, 23, 1012, 15, 113,89, 11, 1, 0
2021-02-10 09:00, 0, 25, 1013, 14, 113,99, 12, 1, 0
2021-02-10 10:00, 0, 29, 1012, 12, 113,110, 11, 1, 0
2021-02-10 11:00, 0, 32, 1012, 11, 113,121, 14, 1, 0
2021-02-10 12:00, 0, 34, 1011, 10, 113,132, 13, 1, 0
2021-02-10 13:00, 0, 35, 1010, 10, 113,184, 11, 1, 0
2021-02-10 14:00, 0, 36, 1009, 10, 113,235, 9, 1, 0
2021-02-10 15:00, 0, 37, 1008, 9, 113,286, 7, 1, 0
2021-02-10 16:00, 0, 37, 1008, 10, 113,311, 8, 1, 0
2021-02-10 17:00, 0, 37, 1008, 11, 113,335, 9, 1, 0
2021-02-10 18:00, 0, 36, 1008, 12, 113,359, 8, 1, 0
2021-02-10 19:00, 0, 34, 1009, 13, 113,292, 9, 1, 0
2021-02-10 20:00, 0, 33, 1010, 13, 113,226, 9, 1, 0
2021-02-10 21:00, 0, 31, 1010, 14, 113,159, 9, 1, 0
2021-02-10 22:00, 0, 29, 1011, 14, 113,129, 7, 1, 0
2021-02-10 23:00, 0, 27, 1011, 14, 113,99, 8, 1, 0
2021-02-11 00:00, 0, 25, 1011, 15, 113,69, 10, 1, 0
2021-02-11 01:00, 0, 24, 1011, 15, 113,66, 11, 1, 0
2021-02-11 02:00, 0, 23, 1011, 15, 113,64, 11, 1, 0
2021-02-11 03:00, 0, 21, 1011, 15, 113,61, 12, 1, 0
2021-02-11 04:00, 0, 21, 1011, 15, 113,63, 13, 1, 0
2021-02-11 05:00, 0, 20, 1011, 15, 113,64, 13, 1, 0
2021-02-11 06:00, 0, 20, 1012, 15, 113,65, 14, 1, 0
2021-02-11 07:00, 0, 20, 1012, 13, 113,67, 15, 1, 0
2021-02-11 08:00, 0, 22, 1012, 12, 113,69, 16, 1, 0
2021-02-11 09:00, 0, 24, 1013, 11, 113,71, 17, 1, 0
2021-02-11 10:00, 0, 27, 1012, 10, 113,76, 16, 1, 0
2021-02-11 11:00, 0, 30, 1011, 9, 113,81, 14, 1, 0
2021-02-11 12:00, 0, 32, 1011, 8, 113,87, 12, 1, 0
2021-02-11 13:00, 0, 34, 1010, 8, 113,70, 10, 1, 0
2021-02-11 14:00, 0, 35, 1009, 8, 113,54, 8, 1, 0
2021-02-11 15:00, 0, 36, 1008, 8, 113,37, 6, 1, 0
2021-02-11 16:00, 0, 36, 1008, 9, 113,27, 6, 1, 0
2021-02-11 17:00, 0, 36, 1008, 10, 113,17, 7, 1, 0
2021-02-11 18:00, 0, 35, 1008, 11, 113,7, 7, 1, 0
2021-02-11 19:00, 0, 33, 1008, 12, 113,20, 8, 1, 0
2021-02-11 20:00, 0, 32, 1009, 13, 113,33, 9, 1, 0
2021-02-11 21:00, 0, 30, 1010, 13, 113,47, 10, 1, 0
2021-02-11 22:00, 0, 28, 1010, 14, 113,52, 10, 1, 0
2021-02-11 23:00, 0, 26, 1011, 14, 113,57, 11, 1, 0
2021-02-12 00:00, 0, 24, 1011, 15, 113,63, 12, 1, 0
2021-02-12 01:00, 0, 23, 1011, 15, 113,64, 12, 1, 0
